state,importance
428,2.2588173
746,2.2565995
618,2.23522814
419,2.23400734
422,2.2070157
454,2.19591436
1247,2.18827565
420,2.1871728
417,2.17978694
455,2.1636311
424,2.1574375
619,2.150405
622,2.1471221
425,2.1467738
421,2.13845316
1265,2.1191893
1252,2.09612175
744,2.0946811
429,2.0771372
1253,2.0765404
426,2.072822
651,2.06835684
430,2.06754206
745,2.0626799
1499,2.06224334
623,2.03261614
418,2.0187392
650,2.0185829
616,2.0148705
743,2.01178336
1266,2.0067146
629,1.99989147
431,1.99921884
456,1.99099435
741,1.9898751
709,1.9728376
505,1.9725721
1254,1.9615911
433,1.9490566
742,1.94693852
1281,1.93757095
1267,1.92068444
638,1.91779045
1263,1.9097632
457,1.90700455
502,1.90440286
452,1.88980587
716,1.8878524
627,1.88670737
710,1.873717
440,1.8680299
1257,1.86777835
653,1.8624923
1275,1.8594493
1269,1.8521413
1262,1.8500401
1264,1.8476306
432,1.84040425
747,1.8389816
632,1.83557845
1291,1.8340411
768,1.8287487
617,1.82639854
1287,1.82286654
451,1.8203772
1292,1.8173077
652,1.81652885
712,1.8086167
449,1.79706186
628,1.7923173
740,1.7905994
1306,1.78824595
1320,1.78608893
442,1.7854697
458,1.7848816
1255,1.783327
1283,1.7796113
1290,1.77595023
708,1.7725855
1305,1.77164234
1273,1.7657263
437,1.76240285
1313,1.76032965
1288,1.7601438
631,1.75880134
441,1.7584934
450,1.7558022
649,1.7549117
448,1.7521723
1280,1.7507574
621,1.7502453
714,1.74065236
1259,1.73945477
1271,1.73791547
436,1.7375103
1256,1.73321166
1277,1.729574
1317,1.72735426
1261,1.72468315
748,1.72357084
1268,1.72242846
1312,1.71803984
1270,1.7171134
1331,1.71610644
1274,1.71050805
1309,1.7045612
1284,1.70374164
739,1.69979225
434,1.6945131
630,1.69252583
715,1.68728025
1276,1.6853025
1319,1.6833601
750,1.6830507
1289,1.68193283
770,1.68114676
635,1.6803358
1258,1.680282
637,1.6788083
1285,1.6772992
1279,1.6710031
447,1.66931807
439,1.6672232
443,1.6667383
1282,1.6664414
1293,1.6662281
506,1.65569426
1308,1.6539512
713,1.6535303
507,1.65334416
626,1.64727545
503,1.64314979
1310,1.64070863
1296,1.63997243
1286,1.6339548
438,1.62812867
1314,1.62498235
435,1.6248254
501,1.62473294
1272,1.6213961
1297,1.62031953
1315,1.6183235
1316,1.6102351
620,1.60910523
1333,1.608767
470,1.60811754
1278,1.60712835
1260,1.6030623
1318,1.6020723
648,1.6000232
537,1.5982427
471,1.5970429
444,1.59621845
1307,1.59585925
711,1.5950196
767,1.5946393
1335,1.5934465
538,1.59224158
1330,1.58508574
773,1.58503177
504,1.5829437
469,1.58268362
463,1.56867733
508,1.56726356
1321,1.55662833
1327,1.552567
517,1.548443
719,1.54566422
512,1.5433921
705,1.533988
718,1.5314334
1326,1.5191691
1336,1.51525524
1294,1.5119707
525,1.50855274
499,1.5030567
536,1.50301074
464,1.50209582
497,1.4978261
1325,1.49719786
641,1.49574465
516,1.49347162
1311,1.48389704
461,1.47998297
1304,1.47510183
1302,1.47331925
1324,1.47177435
500,1.47071776
1322,1.46440067
489,1.46368
771,1.4607998
654,1.45754985
761,1.45632475
704,1.45475463
1440,1.45388876
510,1.44950284
1323,1.44941033
570,1.44284845
511,1.4386627
1295,1.43201497
1299,1.4290379
446,1.42837131
1334,1.4239481
1301,1.42273611
1460,1.42014375
1298,1.41932836
639,1.41878857
445,1.41800883
1328,1.41698265
766,1.40806903
738,1.406226
634,1.40612021
1300,1.3997108
498,1.39774595
1459,1.3952363
717,1.39236522
736,1.38617386
545,1.3801072
633,1.3776052
1303,1.3773904
1442,1.37431216
1461,1.37367686
518,1.3731555
1464,1.372159
569,1.36859208
467,1.36844455
462,1.36652913
707,1.36472604
566,1.3637642
493,1.36338736
1329,1.36232694
459,1.36195999
1332,1.34853804
524,1.34661275
526,1.3458811
737,1.34573157
706,1.34522596
1421,1.34512537
703,1.34146197
1463,1.33042854
831,1.33014
1462,1.32375568
1468,1.3199919
1465,1.31708986
830,1.31321254
1466,1.31041686
460,1.30833518
1467,1.30301807
663,1.30018447
565,1.2984557
1425,1.29215254
769,1.29167494
832,1.28971657
540,1.2883822
571,1.2849036
655,1.28340533
521,1.28271045
496,1.2823524
523,1.28194952
720,1.281916
828,1.28170004
529,1.27763883
522,1.2761126
563,1.27558606
564,1.2743355
546,1.27082054
829,1.26707557
662,1.26614537
827,1.26553389
1342,1.26488377
534,1.26332436
488,1.26090985
772,1.26075703
528,1.25887006
490,1.25506937
1444,1.2530666
1344,1.25220595
1439,1.25206933
1422,1.25048654
660,1.24909207
647,1.2490835
659,1.2476833
661,1.24322339
1457,1.24167776
519,1.24007385
835,1.239166
1455,1.23652152
572,1.23575598
656,1.23493999
1454,1.2340371
533,1.23375426
509,1.23215472
1451,1.22916028
1458,1.2256668
658,1.22191084
1448,1.22186076
468,1.22118746
657,1.22114626
1404,1.21959424
774,1.21512333
1376,1.2148875
465,1.21179131
1361,1.2116913
1352,1.20777085
1364,1.2069716
765,1.2067549
1429,1.2064179
1423,1.20287873
1452,1.20186936
1377,1.20054829
1381,1.19945
1453,1.1972741
1441,1.19651426
495,1.1964889
552,1.19427403
664,1.19338696
567,1.1918181
1420,1.18871107
1353,1.18679228
834,1.18352014
1375,1.18051885
826,1.18037239
483,1.1799824
1340,1.17834402
1343,1.17703125
1449,1.17124307
515,1.17104735
636,1.17020493
1443,1.16651725
1399,1.16241461
1398,1.1588707
535,1.15831887
1427,1.15712976
762,1.1553707
492,1.15473483
763,1.1525925
1380,1.15180404
549,1.15120406
573,1.15066567
527,1.1498421
557,1.14953818
825,1.14892217
1450,1.14858279
1351,1.1472716
751,1.14405216
1365,1.1438232
1437,1.14251877
1339,1.14214897
1424,1.14054892
1412,1.13780753
1369,1.1359975
667,1.13462409
539,1.13426135
1362,1.13307823
1360,1.1328517
665,1.1325942
643,1.12698208
1456,1.12442896
640,1.12221759
1430,1.12006074
568,1.11912316
646,1.11633825
1359,1.1140935
668,1.11385227
520,1.11300698
752,1.10922256
1383,1.10644256
1358,1.10623873
1445,1.1061394
574,1.10523962
491,1.10392194
1397,1.103545
1434,1.10109728
541,1.0993123
514,1.09737336
1341,1.09433377
1408,1.09390337
1379,1.09343404
561,1.09111673
1447,1.0904875
1400,1.09025669
735,1.08624947
1378,1.08334656
1414,1.08322805
725,1.08253885
1374,1.08168131
558,1.08107248
551,1.08101084
1405,1.07835656
1368,1.07680708
669,1.07215362
494,1.0719332
487,1.07182988
550,1.07032246
1436,1.06595871
1393,1.0648191
1394,1.06315803
474,1.05933777
1338,1.05655753
666,1.05586186
670,1.05390599
1392,1.05045438
1426,1.05026273
1382,1.04979148
562,1.0489631
553,1.04258804
672,1.04238162
642,1.03902066
1366,1.03610755
554,1.0344388
1403,1.03422392
1363,1.03285133
836,1.03016012
559,1.02983889
1428,1.02785077
475,1.01923579
486,1.01868442
1402,1.01724482
1419,1.01085025
1356,1.00744421
1435,1.006416
1372,1.0056361
466,1.00399342
556,1.0031315
797,1.00295684
1417,1.00245253
1416,1.00032569
548,0.9993471
513,0.99767055
671,0.99760142
1407,0.99325922
760,0.99210707
472,0.99203847
1415,0.9912206
1384,0.98893076
764,0.98709372
824,0.98469492
547,0.98372537
1401,0.98279235
482,0.98268265
1357,0.97722235
532,0.97608966
1390,0.9738916
560,0.97076617
1337,0.96726703
1385,0.96350413
544,0.9628457
1371,0.95397311
1389,0.95204315
1432,0.9518936
1411,0.9485938
1469,0.9456561
555,0.94379135
1386,0.93843554
645,0.93796164
484,0.93775228
793,0.93352055
1391,0.9308134
1409,0.9307803
1373,0.92972946
727,0.92642077
473,0.92624896
530,0.9244088
753,0.92291856
1354,0.92275083
833,0.92268343
1349,0.9223603
1446,0.92063472
1431,0.92008886
1413,0.9023462
1418,0.89748436
1367,0.89620123
1438,0.89379525
542,0.89337859
644,0.89218737
795,0.88978666
1388,0.88967424
479,0.8896178
1396,0.88789756
1370,0.88343829
1406,0.87302433
757,0.87234741
481,0.87170164
1433,0.87104124
531,0.8699015
1387,0.86733486
1348,0.86685014
1410,0.8658104
477,0.86065322
734,0.85953185
485,0.85933179
1470,0.85493487
796,0.85142206
480,0.84980578
1395,0.84424043
543,0.83176506
1355,0.83098218
721,0.829652
478,0.8134723
794,0.81337338
724,0.79830587
807,0.78461933
754,0.78176707
476,0.77530986
823,0.76920113
1350,0.76871616
756,0.76729335
726,0.76322222
728,0.75354924
723,0.7472679
732,0.72941251
1345,0.72215928
792,0.6993522
19,0.69013489
35,0.69013489
51,0.69013489
803,0.6878792
16,0.68743611
32,0.68743611
48,0.68743611
64,0.68743611
575,0.68661225
6,0.68445919
22,0.68445919
38,0.68445919
54,0.68445919
15,0.68025602
31,0.68025602
47,0.68025602
63,0.68025602
802,0.67815016
790,0.67743602
841,0.67371076
857,0.67371076
873,0.67371076
889,0.67371076
837,0.6722641
853,0.6722641
869,0.6722641
885,0.6722641
11,0.67093665
27,0.67093665
43,0.67093665
59,0.67093665
12,0.66889907
28,0.66889907
44,0.66889907
60,0.66889907
1487,0.66680154
722,0.66626678
14,0.66584059
30,0.66584059
46,0.66584059
62,0.66584059
18,0.665361379
34,0.665361379
50,0.665361379
66,0.665361379
8,0.66444196
24,0.66444196
40,0.66444196
56,0.66444196
804,0.66293966
842,0.6623256
858,0.6623256
874,0.6623256
890,0.6623256
7,0.65706205
23,0.65706205
39,0.65706205
55,0.65706205
9,0.65665111
25,0.65665111
41,0.65665111
57,0.65665111
775,0.65653212
840,0.655314
856,0.655314
872,0.655314
888,0.655314
733,0.65514514
5,0.65438107
21,0.65438107
37,0.65438107
53,0.65438107
10,0.65394103
26,0.65394103
42,0.65394103
58,0.65394103
849,0.65190794
865,0.65190794
881,0.65190794
1347,0.65148294
844,0.65136123
860,0.65136123
876,0.65136123
892,0.65136123
4,0.6455767
20,0.6455767
36,0.6455767
52,0.6455767
1483,0.64543909
852,0.64469703
868,0.64469703
884,0.64469703
847,0.644321042
863,0.644321042
879,0.644321042
755,0.64183656
17,0.64113025
33,0.64113025
49,0.64113025
65,0.64113025
1471,0.63912269
845,0.63832856
861,0.63832856
877,0.63832856
843,0.63819797
859,0.63819797
875,0.63819797
891,0.63819797
839,0.6369378
855,0.6369378
871,0.6369378
887,0.6369378
13,0.63688279
29,0.63688279
45,0.63688279
61,0.63688279
1479,0.63431112
1495,0.63431112
850,0.63317387
866,0.63317387
882,0.63317387
848,0.63071977
864,0.63071977
880,0.63071977
1484,0.63051983
838,0.629987117
854,0.629987117
870,0.629987117
886,0.629987117
1480,0.62984739
1496,0.62984739
1475,0.62863033
1491,0.62863033
846,0.62695989
862,0.62695989
878,0.62695989
851,0.624138804
867,0.624138804
883,0.624138804
729,0.6238491
789,0.61161648
1346,0.61018458
1476,0.60237893
1492,0.60237893
731,0.5987902
808,0.59476429
1481,0.59376286
1497,0.59376286
1474,0.58558129
1490,0.58558129
1472,0.58434221
1488,0.58434221
673,0.58326842
1482,0.5811911
1498,0.5811911
730,0.57822787
1486,0.56799186
798,0.56268824
1478,0.5617216
1494,0.5617216
1477,0.54822713
1493,0.54822713
776,0.54802508
674,0.53475942
1485,0.50784895
811,0.50468076
1473,0.50360085
1489,0.50360085
806,0.50136953
801,0.49779925
783,0.49095801
813,0.48573475
675,0.48551173
805,0.48331273
812,0.47951894
799,0.46446658
809,0.463662
782,0.44959322
777,0.44552704
778,0.43897266
779,0.43597246
759,0.43155553
781,0.42339511
758,0.40629905
788,0.40335537
818,0.39767201
817,0.39223176
819,0.39155023
820,0.39024523
582,0.38982602
598,0.38982602
780,0.38980347
822,0.38719633
800,0.38686187
590,0.38605287
578,0.384801
594,0.384801
821,0.38196783
585,0.380518
601,0.380518
587,0.37795324
581,0.37787705
597,0.37787705
579,0.37752458
595,0.37752458
816,0.37488065
586,0.37487211
602,0.37487211
588,0.37443121
576,0.37417279
592,0.37417279
589,0.3740434
591,0.37291011
577,0.37169175
593,0.37169175
584,0.37142931
600,0.37142931
580,0.36928686
596,0.36928686
583,0.36925348
599,0.36925348
678,0.36891754
694,0.36891754
690,0.3685267
686,0.3668302
702,0.3668302
810,0.36315993
687,0.3609462
682,0.36045892
698,0.36045892
679,0.36004127
695,0.36004127
683,0.35919141
699,0.35919141
691,0.35632373
688,0.35378619
680,0.35118651
696,0.35118651
815,0.349509
791,0.34580453
689,0.34533509
684,0.34464751
700,0.34464751
784,0.34457869
681,0.34401918
697,0.34401918
676,0.34383987
692,0.34383987
677,0.34326512
693,0.34326512
685,0.34317623
701,0.34317623
814,0.33474227
786,0.31818343
785,0.30241333
787,0.2912264
