,state,q_values,importance
346,1310,"[ 0.22694682 -0.29632384 -0.553649   -0.05741212  0.00902027  0.15978329
  0.11024244  0.01501463 -0.34519005]",0.06716353
347,1311,"[ 0.29272324 -0.5059364  -0.629768   -0.09237545  0.13623226  0.27176523
 -0.02236314  0.0652548  -0.40642974]",0.02095800999999997
348,1312,"[ 0.17030063 -0.53376245 -0.5411723  -0.07393348  0.2818935   0.2745931
 -0.13244577  0.21835244 -0.3098989 ]",0.00730040000000004
349,1313,"[ 0.09886143 -0.28955746 -0.48748243 -0.0880888   0.31529716  0.2284976
 -0.17797224  0.366356   -0.29429078]",0.051058839999999994
350,1314,"[ 0.14086092 -0.23075858 -0.48338705 -0.06822079  0.39644894  0.1758278
 -0.34312502  0.41975442 -0.23893535]",0.02330547999999999
351,1315,"[ 0.11403468 -0.4586331  -0.5440842  -0.12689228  0.508805    0.23377723
 -0.34585717  0.6315283  -0.26252675]",0.12272330000000009
352,1316,"[ 0.04612985 -0.31092083 -0.4251787  -0.1149698   0.4628058   0.12572955
 -0.35504034  0.5703799  -0.14585045]",0.10757410000000006
353,1317,"[ 0.06172268 -0.21392122 -0.29919887 -0.03220132  0.39141545  0.06294726
 -0.38187236  0.5123823   0.03211118]",0.12096684999999996
354,1318,"[-0.01865389 -0.30149126 -0.4328267  -0.03039512  0.27298474  0.17729473
 -0.27727064  0.4557632  -0.05847006]",0.18277845999999998
355,1319,"[-0.03134408 -0.38007063 -0.6339175  -0.13771383  0.14220165  0.2678356
 -0.11842096  0.46807516 -0.22456776]",0.20023955999999998
356,132,"[ 0.63856655 -3.1963258  -2.6210506  -2.2790208   1.3973234   0.77878875
  1.2382346  -0.39674354 -2.675796  ]",0.15908880000000014
357,1320,"[ 0.01629763 -0.47399753 -0.6742127  -0.16176571  0.25352755  0.20398057
 -0.13964489  0.48607963 -0.2786979 ]",0.23255208
358,1321,"[ 0.1020327  -0.6129906  -0.7309638  -0.20951585  0.2972333   0.40608263
 -0.38524544  0.7181519  -0.3326362 ]",0.31206926999999995
359,1322,"[ 0.08477285 -0.6051685  -0.6535614  -0.17676392  0.3253135   0.44268286
 -0.46176437  0.71703357 -0.2722124 ]",0.27435071
360,1323,"[ 0.1428682  -0.5874558  -0.6167063  -0.17419435  0.35460162  0.33165103
 -0.47635773  0.63682836 -0.2212126 ]",0.28222674
361,1324,"[ 0.1169638  -0.55299586 -0.6181064  -0.2029851   0.41554457  0.21934363
 -0.5419206   0.45545036 -0.23589347]",0.03990579
362,1325,"[ 0.13996132 -0.55840397 -0.59092325 -0.08156533  0.4733997   0.10195195
 -0.39760053  0.5233557  -0.26450384]",0.049956
363,1326,"[ 0.12661137 -0.44526038 -0.6830445  -0.1710462   0.46910262  0.02958091
 -0.19286874  0.42194855 -0.34124988]",0.04715407000000005
364,1327,"[ 0.03457009 -0.43771672 -0.5702913   0.00748615  0.44974792  0.1077713
 -0.22736597  0.5614353  -0.25547254]",0.11168737999999995
365,1328,"[ 0.1280643  -0.54149544 -0.5587374  -0.05232526  0.5472544   0.00921713
 -0.33258304  0.58873004 -0.22164002]",0.041475639999999925
366,1329,"[ 0.08629967 -0.51578575 -0.5365208  -0.09066864  0.53938246  0.0568051
 -0.41932344  0.76801306 -0.28274956]",0.22863060000000002
367,133,"[ 0.9347067 -3.7630262 -3.112329  -2.774502   1.227189   1.0002352
  1.0969669 -0.7834234 -3.1274645]",0.13022210000000012
368,1330,"[-0.11609356 -0.4152015  -0.6107356  -0.1765177   0.54201454  0.31787577
 -0.39860788  0.8874984  -0.42478758]",0.34548386
369,1331,"[-0.02473263 -0.5156374  -0.66243154 -0.18715572  0.5036541   0.28779045
 -0.34355232  0.7865743  -0.38914984]",0.28292019999999996
370,1332,"[-0.18446596 -0.46983978 -0.847833   -0.23072004  0.36970168  0.19592954
  0.07450708  0.61722857 -0.54232633]",0.24752689
371,1333,"[-2.8737497e-01 -4.1492060e-01 -9.4341636e-01 -1.6036424e-01
  1.8762115e-01  6.8818033e-04  3.5323924e-01  6.1018616e-01
 -5.0388896e-01]",0.25694692
372,1334,"[ 0.2951444  -0.3114788  -0.88470995 -0.07949704  0.06350867 -0.14216374
 -0.10482858  0.66240096 -0.38973257]",0.36725656000000007
373,1335,"[ 0.28721303 -0.52821094 -1.0759968  -0.41341084  0.2839354   0.13505164
 -0.14904258  0.89405215 -0.9304154 ]",0.6068391200000001
374,1336,"[ 0.41586608 -0.45212945 -0.9084619  -0.30956373  0.25175995  0.16935682
 -0.19034024  0.64850116 -0.7710506 ]",0.23263508
375,1337,"[ 0.22525081  0.01989978 -0.8508824  -0.2706256  -0.1902715   0.23280482
 -0.37323388  0.97170347 -0.47174004]",0.73889865
376,1338,"[ 0.14684899 -0.3583973  -0.7987583  -0.36879364  0.36219913  0.5596223
 -1.1647735   1.0695865  -0.6031195 ]",0.5099642
377,1339,"[ 0.07541776 -0.42749214 -0.72900754 -0.37466374  0.39974803  0.3822619
 -0.9943869   0.841257   -0.390561  ]",0.44150897000000006
378,134,"[ 0.96906745 -3.7377949  -3.0980945  -2.7775323   1.1474376   1.0666676
  1.1356002  -0.915256   -3.1188922 ]",0.011837399999999887
379,1340,"[ 0.08465526 -0.5748436  -0.7706602  -0.3713069   0.5181107   0.4456147
 -1.0959255   0.71917063 -0.40312952]",0.20105993
380,1341,"[ 0.14867762 -0.6852803  -1.0548621  -0.35965055  0.41502887  0.4046257
 -0.9276639   0.54259235 -0.58208597]",0.12756347999999995
381,1342,"[ 0.18639222 -0.5887169  -0.9002906  -0.2587806   0.35989696  0.19258454
 -0.84014237  0.29133528 -0.35678348]",0.06856168000000001
382,1343,"[ 0.35281888 -0.82952654 -0.8239164  -0.18267661  0.63736606  0.08640819
 -0.96929365  0.21578874 -0.30178022]",0.28454717999999996
383,1344,"[ 0.27537757 -0.7091888  -0.88379705 -0.11842284  0.5837155   0.0204227
 -1.1215111   0.17908761 -0.32533106]",0.30833793000000004
384,1345,"[ 0.33215868 -0.6396915  -0.78263754 -0.05879038  0.56969064  0.08815311
 -0.9797792   0.34562877 -0.40358055]",0.22406187000000005
385,1346,"[ 0.3204254  -0.43999773 -0.50692856 -0.09661558  0.57808274 -0.12532352
 -0.64706624  0.2758293  -0.14803046]",0.25765734
386,1347,"[ 0.19072153 -0.44212887 -0.5157484  -0.21866068  0.5669092  -0.09924228
 -0.48403734  0.3326567  -0.19533665]",0.23425249999999997
387,1348,"[ 0.07940601 -0.6944242  -0.7007533  -0.43074808  0.64629203  0.12942407
 -0.69192845  0.426149   -0.44510987]",0.22014303000000002
388,1349,"[ 0.2711001  -0.878288   -0.5844404  -0.37741646  0.70221263 -0.08407517
 -0.79082376  0.26087773 -0.45067096]",0.43111253
389,135,"[ 0.9672716  -3.5612934  -2.9204588  -2.595884    0.97571075  1.0875901
  0.94419926 -0.7485487  -2.9328823 ]",0.11187934999999993
390,1350,"[ 0.30109707 -0.8790212  -0.8596279  -0.37050217  0.5853756   0.16185229
 -0.63816035  0.12668046 -0.70668197]",0.28427853
391,1351,"[ 0.26078376 -0.78108215 -0.8058821  -0.4354752   0.5283658   0.24610366
 -0.7930358   0.29183236 -0.6218001 ]",0.23653343999999998
392,1352,"[ 0.2816282  -0.76226306 -0.82386476 -0.42139134  0.31245014  0.24984501
 -0.52053416  0.22698686 -0.525789  ]",0.030821939999999992
393,1353,"[ 0.12813881 -0.68421334 -0.8115728  -0.45976472  0.3258381   0.187556
 -0.3219031   0.29673222 -0.5840558 ]",0.02910588000000003
394,1354,"[ 0.09298844 -0.48275447 -0.67636156 -0.36659637  0.455213    0.15682164
 -0.3350416   0.19295117 -0.43554845]",0.26226183
395,1355,"[ 0.00814759 -0.37633464 -0.81430197 -0.29025117  0.42549136 -0.00419775
 -0.09670406  0.10645431 -0.42694312]",0.31903705
396,1356,"[ 0.19243933 -0.513724   -0.8580275  -0.10496167  0.4783483  -0.18465288
  0.12814839 -0.07851101 -0.4759303 ]",0.28590897000000004
397,1357,"[ 0.1087824  -0.58996326 -0.87711495 -0.21916318  0.5128813  -0.15462722
  0.06901346  0.08139364 -0.548745  ]",0.4040989
398,1358,"[ 0.17467941 -0.664703   -0.7836783  -0.2781359   0.6614069  -0.1360756
 -0.13896006  0.21000579 -0.52637327]",0.45140111000000005
399,1359,"[ 0.29496223 -0.48698333 -0.6005473  -0.04263388  0.55643487 -0.16459747
 -0.16156594  0.04545629 -0.33130324]",0.26147264000000003
400,136,"[ 0.8669275  -3.505321   -2.6958125  -2.4064224   1.1386292   0.9091312
  1.0215077  -0.50261325 -2.7715135 ]",0.1171215000000001
401,1360,"[ 0.29148605 -0.49575076 -0.5972541  -0.12528443  0.6382223  -0.15998183
 -0.2120859   0.05532844 -0.4245511 ]",0.34673625
402,1361,"[ 0.1963608  -0.47300068 -0.70149785 -0.33162618  0.62012714 -0.15229218
 -0.18636362  0.08516563 -0.51957875]",0.42376634
403,1362,"[ 0.24282597 -0.391801   -0.48221242 -0.21851352  0.54421306 -0.17381768
 -0.29397652  0.29774013 -0.31866467]",0.24647293000000003
404,1363,"[ 0.26014715 -0.37611905 -0.35227802 -0.06607121  0.5227225  -0.15114428
 -0.40691772  0.04258002 -0.1598737 ]",0.26257535
405,1364,"[ 0.09571436 -0.33813086 -0.43117285 -0.03947646  0.47422096 -0.1589102
 -0.16274388 -0.08854459 -0.2737126 ]",0.3785066
406,1365,"[ 0.14961392 -0.39582083 -0.54156345 -0.11366986  0.5606227  -0.32081473
 -0.07405561 -0.02559394 -0.32479456]",0.41100878
407,1366,"[ 0.28007373 -0.5694882  -0.6738087  -0.15721318  0.6210494  -0.19766052
 -0.20147751  0.15120086 -0.5091555 ]",0.34097566999999995
408,1367,"[ 0.3404343  -0.62221307 -0.635307   -0.13141435  0.62919015 -0.15086506
 -0.31662053  0.12596384 -0.4241509 ]",0.28875585
409,1368,"[ 0.31332132 -0.66032845 -0.68834096 -0.08997577  0.7202821  -0.24218504
 -0.24590592  0.02202649 -0.44736052]",0.40696078
410,1369,"[ 0.33167845 -0.897043   -0.9976946  -0.35912243  0.74730587 -0.23787166
 -0.21114753 -0.1261991  -0.72974217]",0.41562742
411,137,"[ 0.71615595 -3.2433398  -2.386229   -2.1422927   1.2794392   0.7346358
  1.0601888  -0.23436691 -2.5430644 ]",0.21925040000000018
412,1370,"[ 0.15788192 -0.7734747  -0.93080544 -0.276259    0.6505322  -0.16526999
 -0.17423372 -0.03597965 -0.6730015 ]",0.49265028
413,1371,"[ 0.07754909 -0.55389583 -0.69383544 -0.1696957   0.6539623   0.02566508
 -0.3719188   0.23792234 -0.47846135]",0.41603996
414,1372,"[-0.00374855 -0.51081526 -0.700686   -0.31999272  0.5564126   0.09822125
 -0.3018096   0.26449937 -0.5448443 ]",0.29191323
415,1373,"[ 0.01307096 -0.6047468  -0.74904174 -0.3525374   0.5067808  -0.05762649
 -0.18551676  0.15045519 -0.63908273]",0.35632561000000007
416,1374,"[ 0.03952729 -0.5313027  -0.6078884  -0.24484758  0.44749248 -0.05398722
 -0.11963096  0.11272856 -0.4856418 ]",0.33476392
417,1375,"[ 0.10193253 -0.53730834 -0.59458953 -0.15721416  0.43277243  0.00713514
 -0.17176466  0.02967194 -0.42296076]",0.33083989999999996
418,1376,"[ 0.06070496 -0.4951263  -0.5315783  -0.15845476  0.31524748 -0.03817412
 -0.12824994  0.13753852 -0.37339848]",0.17770896000000003
419,1377,"[ 0.2726863  -0.7324942  -0.63057303 -0.25982565  0.5777641  -0.07797463
 -0.37694082  0.03254506 -0.44383284]",0.3050778
420,1378,"[ 0.15975624 -0.5585228  -0.4885618  -0.11857957  0.39668515  0.01170301
 -0.29935572  0.01655328 -0.31007552]",0.23692891
421,1379,"[ 0.32928628 -0.64959294 -0.6138132  -0.1760698   0.5356863  -0.04991905
 -0.31415647 -0.11739212 -0.40588918]",0.20640001999999996
422,138,"[ 0.76617414 -3.2669368  -2.3720453  -2.2066193   1.308538    0.7733286
  1.0477259  -0.21131632 -2.572033  ]",0.2608120999999999
423,1380,"[ 0.34593034 -0.58580637 -0.5866833  -0.1404768   0.40303272 -0.01511765
 -0.2709152  -0.11200059 -0.34472823]",0.05710238000000001
424,1381,"[ 0.30862826 -0.63101834 -0.6713217  -0.18965061  0.47401258 -0.08578372
 -0.17893262 -0.12001854 -0.37747997]",0.16538432000000003
425,1382,"[ 0.29154956 -0.5660438  -0.6293313  -0.15808238  0.42018443 -0.07671165
 -0.19029756 -0.0734416  -0.3356896 ]",0.12863487
426,1383,"[ 0.26727545 -0.5680036  -0.66742283 -0.22525486  0.35487047  0.0484848
 -0.2603385   0.00385786 -0.37021947]",0.08759501999999997
427,1384,"[ 0.31936496 -0.52171516 -0.62929016 -0.0976318   0.39883083 -0.12374572
 -0.09144127 -0.0687732  -0.3226877 ]",0.07946587000000005
428,1385,"[ 0.28946364 -0.3948188  -0.5839116  -0.01949631  0.41703692 -0.35183913
  0.04466515 -0.11448669 -0.21679972]",0.12757327999999996
429,1386,"[ 0.21178535 -0.3294433  -0.7494262  -0.17328405  0.33291858 -0.26165926
  0.02807626 -0.15590891 -0.31334293]",0.12113323000000001
430,1387,"[ 0.18413366 -0.32622418 -0.63055897 -0.20728236  0.313807   -0.16650452
 -0.00830101 -0.02829136 -0.30923954]",0.12967334
431,1388,"[ 0.27099982 -0.45092016 -0.6473515  -0.23091267  0.31400508 -0.08393422
 -0.13239938 -0.08381914 -0.34679374]",0.04300525999999999
432,1389,"[ 0.32093158 -0.5201505  -0.6658688  -0.26968572  0.397003   -0.10621651
 -0.17647772 -0.14299248 -0.38650984]",0.07607142
433,139,"[ 0.7348145  -3.0538797  -2.3621948  -2.1709964   1.2169942   0.78604
  1.1054876  -0.35149843 -2.4925892 ]",0.11150660000000001
434,1390,"[ 0.30798706 -0.5397019  -0.6724967  -0.28946725  0.3956811  -0.0908619
 -0.18995482 -0.1071851  -0.4054389 ]",0.08769404000000003
435,1391,"[ 0.31277353 -0.6112021  -0.70563674 -0.33572745  0.37355745 -0.05428019
 -0.17067312 -0.08166259 -0.44943312]",0.06078391999999999
436,1392,"[ 0.31632155 -0.5651531  -0.6353102  -0.26523867  0.36581647 -0.06054918
 -0.19734341 -0.09608237 -0.38403472]",0.04949492
437,1393,"[ 0.3156046  -0.51147157 -0.64792264 -0.25579196  0.372074   -0.10434322
 -0.16607015 -0.1480874  -0.36704847]",0.0564694
438,1394,"[ 0.29484078 -0.51280135 -0.6729787  -0.2852314   0.3596108  -0.09831576
 -0.1532349  -0.10626288 -0.39380056]",0.06477001999999998
439,1395,"[ 0.29105955 -0.5807475  -0.6980421  -0.32003433  0.34382975 -0.04918541
 -0.16750096 -0.06808694 -0.4338019 ]",0.05277019999999999
440,1396,"[ 0.24885876 -0.59080017 -0.7313054  -0.26636928  0.47959888 -0.17035659
 -0.14420201 -0.0450909  -0.42110276]",0.23074012
441,1397,"[ 0.24600613 -0.61924464 -0.8019735  -0.31270498  0.56752676 -0.12303723
 -0.1861224  -0.04163986 -0.5143492 ]",0.32152063000000003
442,1398,"[ 0.26768714 -0.5727152  -0.7497249  -0.23827444  0.50830305 -0.11379109
 -0.3082183   0.0144682  -0.40181255]",0.24061591
443,1399,"[ 0.2612225  -0.5860476  -0.76676965 -0.2658709   0.5893621  -0.1608093
 -0.25603402 -0.02045033 -0.41003138]",0.3281396
444,14,"[ 0.05523153  0.05312379 -0.5635429   0.0274328   0.05344006  0.10229769
 -0.00072861  0.06279018  0.03723626]",0.039507509999999996
445,140,"[ 0.5945486  -3.008385   -2.4339502  -2.2731745   1.358455    0.66804796
  1.3470427  -0.4426642  -2.5548315 ]",0.01141229999999993
446,1400,"[ 0.27461433 -0.50552297 -0.695495   -0.1589255   0.49310842 -0.11995785
 -0.35182506 -0.01668914 -0.3313228 ]",0.21849408999999997
447,1401,"[ 0.27462044 -0.59145236 -0.7580904  -0.27433825  0.55106884 -0.07994306
 -0.34728456 -0.01319793 -0.4099005 ]",0.2764484
448,1402,"[ 0.30364418 -0.6850305  -0.857007   -0.34396017  0.5714891  -0.06159344
 -0.31284386 -0.05423353 -0.5052943 ]",0.26784492
449,1403,"[ 0.25412306 -0.61910826 -0.8299114  -0.34460363  0.5820589  -0.11691298
 -0.27947527 -0.03043292 -0.48203304]",0.32793584000000003
450,1404,"[ 0.31750566 -0.5967969  -0.71563816 -0.2316941   0.5097245  -0.07894282
 -0.37721992  0.00807418 -0.37349075]",0.19221884
451,1405,"[ 0.29348975 -0.59119576 -0.7480982  -0.22681865  0.53634244 -0.13419448
 -0.2908149  -0.0252633  -0.40575042]",0.24285268999999998
452,1406,"[ 0.39703706 -0.4439756  -0.6041751  -0.18709075  0.48238778 -0.55277026
  0.3180715   0.09378203 -0.3414027 ]",0.08535071999999999
453,1407,"[ 0.37575874 -0.67213845 -0.7133027  -0.41019958  0.38833052 -0.3488027
  0.25880674 -0.09904246 -0.5717042 ]",0.012571780000000032
454,1408,"[ 0.16825897 -0.28538266 -0.4304305  -0.08633916  0.19426851 -0.28054947
  0.31386983 -0.01408568 -0.27418855]",0.11960132000000001
455,1409,"[ 0.1151844  -0.166593   -0.28293237 -0.07361899  0.13377343 -0.06614217
  0.12281056  0.06000656 -0.20556857]",0.01096287
456,141,"[ 0.39667055 -2.9625182  -2.4250178  -2.2956192   1.4972111   0.58741134
  1.4482772  -0.4255006  -2.5429215 ]",0.048933899999999975
457,1410,"[ 0.10857614 -0.15674268 -0.27230883 -0.07458659  0.13109152 -0.05033147
  0.11583968  0.07823686 -0.19251332]",0.015251839999999989
458,1411,"[ 0.11225318 -0.15401094 -0.2757755  -0.07028125  0.13525636 -0.06599019
  0.11832999  0.05848346 -0.18998821]",0.016926369999999996
459,1412,"[ 0.10835871 -0.12906599 -0.25515342 -0.06570965  0.12468249 -0.03559041
  0.09160885  0.09164097 -0.17394245]",0.01632378000000001
460,1413,"[ 0.1073909  -0.14131048 -0.2623014  -0.06848961  0.1255033  -0.04023297
  0.10340652  0.09092119 -0.17757453]",0.018112400000000015
461,1414,"[ 0.10346355 -0.1279702  -0.25857133 -0.06968893  0.11630115 -0.03282538
  0.09489086  0.09350135 -0.17845476]",0.012837600000000005
462,1415,"[ 0.12015096 -0.1748503  -0.29936966 -0.07170349  0.14611465 -0.1036282
  0.14854465  0.0487337  -0.20894027]",0.0024299999999999877
463,1416,"[ 0.11078236 -0.13965254 -0.261456   -0.07052669  0.13041764 -0.04277049
  0.10114352  0.08709283 -0.18165508]",0.019635280000000005
464,1417,"[ 0.10001428 -0.13789324 -0.26441413 -0.0771393   0.11672046 -0.03182489
  0.09953623  0.08379392 -0.18567316]",0.01670618
465,1418,"[ 0.09948526 -0.14917521 -0.2717641  -0.07687999  0.12134927 -0.04350226
  0.11313643  0.07086433 -0.19203895]",0.008212839999999999
466,1419,"[ 0.11789384 -0.1614039  -0.2767575  -0.07003702  0.14072026 -0.06916283
  0.12180948  0.05630441 -0.19455093]",0.018910780000000016
467,142,"[ 0.49487394 -2.773548   -2.302678   -2.1792042   1.1948991   0.6858034
  1.2465683  -0.40866238 -2.3679347 ]",0.05166920000000008
468,1420,"[ 0.1078108  -0.12476797 -0.25264156 -0.06344721  0.12187859 -0.03357491
  0.08911823  0.09302581 -0.17281915]",0.014067789999999997
469,1421,"[ 0.10566133 -0.13671781 -0.26241976 -0.06771109  0.12026981 -0.03859188
  0.10020933  0.08776054 -0.18010941]",0.014608480000000007
470,1422,"[ 0.11102294 -0.15629902 -0.2706981  -0.07120451  0.13326837 -0.05194461
  0.11464046  0.07951237 -0.19058545]",0.018627909999999998
471,1423,"[ 0.11157651 -0.19275278 -0.31068313 -0.06870958  0.14172457 -0.11365651
  0.17538759  0.03794252 -0.23181562]",0.033663020000000016
472,1424,"[ 0.10874224 -0.15955183 -0.28404254 -0.06735141  0.13284385 -0.07720242
  0.13224554  0.05644092 -0.19816117]",0.0005983100000000185
473,1425,"[ 0.1151844  -0.166593   -0.28293237 -0.07361899  0.13377343 -0.06614217
  0.12281056  0.06000656 -0.20556857]",0.01096287
474,1426,"[ 0.10857614 -0.15674268 -0.27230883 -0.07458659  0.13109152 -0.05033147
  0.11583968  0.07823686 -0.19251332]",0.015251839999999989
475,1427,"[ 0.11225318 -0.15401094 -0.2757755  -0.07028125  0.13525636 -0.06599019
  0.11832999  0.05848346 -0.18998821]",0.016926369999999996
476,1428,"[ 0.10835871 -0.12906599 -0.25515342 -0.06570965  0.12468249 -0.03559041
  0.09160885  0.09164097 -0.17394245]",0.01632378000000001
477,1429,"[ 0.1073909  -0.14131048 -0.2623014  -0.06848961  0.1255033  -0.04023297
  0.10340652  0.09092119 -0.17757453]",0.018112400000000015
478,143,"[ 0.62390554 -2.943304   -2.4279935  -2.2883177   1.1611742   0.6751153
  1.3375956  -0.4951022  -2.4811552 ]",0.17642139999999995
479,1430,"[ 0.10346355 -0.1279702  -0.25857133 -0.06968893  0.11630115 -0.03282538
  0.09489086  0.09350135 -0.17845476]",0.012837600000000005
480,1431,"[ 0.12015096 -0.1748503  -0.29936966 -0.07170349  0.14611465 -0.1036282
  0.14854465  0.0487337  -0.20894027]",0.0024299999999999877
481,1432,"[ 0.11078236 -0.13965254 -0.261456   -0.07052669  0.13041764 -0.04277049
  0.10114352  0.08709283 -0.18165508]",0.019635280000000005
482,1433,"[ 0.10001428 -0.13789324 -0.26441413 -0.0771393   0.11672046 -0.03182489
  0.09953623  0.08379392 -0.18567316]",0.01670618
483,1434,"[ 0.09948526 -0.14917521 -0.2717641  -0.07687999  0.12134927 -0.04350226
  0.11313643  0.07086433 -0.19203895]",0.008212839999999999
484,1435,"[ 1.3208078  -1.8837847  -1.742797   -1.3213027   0.67165285 -0.871445
  0.28999254 -0.5654359  -1.6499144 ]",0.6491549500000001
485,1436,"[ 1.1833395 -1.87962   -2.1035192 -1.3768001  1.3205833 -0.8327843
  1.0140396 -0.5906876 -2.0500932]",0.13724380000000003
486,1437,"[ 1.2902182  -1.5345184  -1.5660529  -0.8569001   1.3779534  -1.668225
  1.236462   -0.46459743 -1.576719  ]",0.08773520000000001
487,1438,"[ 1.3644954 -1.3834425 -1.5501469 -0.882412   1.3579079 -1.5864397
  1.086766  -0.6779901 -1.6071517]",0.006587499999999968
488,1439,"[ 1.3606998 -1.51866   -1.7072579 -0.9449528  1.2651844 -1.3446636
  1.082524  -0.777861  -1.7679205]",0.0955153999999998
489,144,"[ 0.60231346 -3.0507593  -2.4915571  -2.350273    1.2951291   0.6322385
  1.4429247  -0.4994609  -2.6167743 ]",0.14779560000000003
490,1440,"[ 1.5196726 -1.65874   -1.8659995 -1.0011789  1.5874631 -1.5894828
  1.1244203 -1.2529407 -1.8766849]",0.06779049999999986
491,1441,"[ 1.5831802 -2.0184338 -2.121711  -1.4169049  1.9212891 -1.2554667
  0.4880863 -1.1081858 -1.9858234]",0.33810890000000016
492,1442,"[ 1.3740621 -2.1308844 -2.0120807 -1.4835372  1.9020919 -1.0225171
  0.1034882 -1.166024  -1.9634817]",0.5280298000000001
493,1443,"[ 1.4134995  -2.2496376  -2.152939   -1.6373286   1.8643175  -1.120311
  0.20452335 -1.1147115  -2.1202993 ]",0.45081800000000016
494,1444,"[ 1.1239537  -2.1935863  -2.134595   -1.6172967   1.5838267  -0.96797055
  0.4070805  -0.6243868  -2.1783874 ]",0.459873
495,1445,"[ 0.66139984 -1.9654218  -1.857091   -1.1556667   1.1336976  -0.9016128
  0.47757325 -0.13893656 -1.9306045 ]",0.4722977600000001
496,1446,"[ 0.5819708  -1.8508086  -1.8829523  -1.3024781   1.0661469  -0.5781296
  0.3680926   0.23012796 -1.909769  ]",0.4841760999999999
497,1447,"[ 0.6261901  -1.7282116  -1.8024101  -1.5474627   0.9977434  -0.2687568
  0.08690128  0.3632624  -1.8507696 ]",0.3715533
498,1448,"[ 0.4935189  -1.5184851  -1.4845315  -1.4886096   0.77238417 -0.09845917
 -0.07933564  0.27625063 -1.5250095 ]",0.27886527000000005
499,1449,"[ 0.58511466 -1.7329407  -1.6935642  -1.6364145   0.8613196   0.08735245
 -0.21728961  0.2974165  -1.7024043 ]",0.27620493999999995
500,145,"[ 0.7130116  -3.335748   -2.728222   -2.7188392   1.1649634   0.66860104
  1.430009   -0.536209   -2.9860196 ]",0.2650456000000001
501,1450,"[ 0.6069337  -1.9213673  -1.9231828  -1.8074987   0.5831903   0.69511217
 -0.19370407  0.4791257  -1.9886868 ]",0.08817847000000001
502,1451,"[ 0.5551199  -1.5790459  -1.5411049  -1.4639544   0.24343327  0.6073409
  0.03145685  0.4086028  -1.6052084 ]",0.05222099999999996
503,1452,"[ 0.52895075 -1.5280368  -1.4893584  -1.3913293   0.19831988  0.5059811
 -0.00988495  0.41529995 -1.5295204 ]",0.022969650000000064
504,1453,"[ 0.35846347 -1.3016281  -1.5616155  -1.5541148   0.02924415  0.6262296
  0.080435    0.73445576 -1.6253184 ]",0.10822615999999996
505,1454,"[ 0.2975236  -1.2636617  -1.4251223  -1.4998567   0.3226309   0.64900523
 -0.12751113  0.5977979  -1.5554664 ]",0.051207329999999995
506,1455,"[ 0.21917053 -1.0475658  -1.068923   -1.1667869   0.3007121   0.4683168
 -0.17985386  0.44918826 -1.254115  ]",0.01912853999999997
507,1456,"[ 0.17293988 -0.5216411  -0.68856907 -0.941434   -0.09880255  0.11963545
  0.157549    0.6711299  -0.8682877 ]",0.49819001999999996
508,1457,"[ 0.27920857 -0.67113614 -0.838482   -1.0998673   0.10693479  0.17405432
  0.02995631  0.62920344 -1.0046088 ]",0.34999486999999996
509,1458,"[ 0.2409218  -0.51801944 -0.7361254  -0.7039951   0.19385962 -0.01202868
  0.17674428  0.3934215  -0.89326334]",0.1524997
510,1459,"[ 0.29304552 -0.32105085 -0.44840604 -0.38858274  0.28527436 -0.127109
  0.1280562   0.35601532 -0.65366805]",0.06296980000000002
511,146,"[ 0.6271215  -3.3920145  -2.7470484  -2.6943235   1.3775729   0.59419173
  1.5397841  -0.42202953 -3.0326095 ]",0.1622112
512,1460,"[ 2.2848326e-01 -3.9986423e-01 -4.7915101e-01 -4.2040199e-01
  3.1421897e-01  6.5252185e-04  4.7686465e-02  3.0339020e-01
 -7.4085772e-01]",0.010828769999999988
513,1461,"[ 0.32054758 -0.4847214  -0.43824625 -0.41840345  0.5387373  -0.23545457
 -0.08942743  0.30306602 -0.6680409 ]",0.21818971999999998
514,1462,"[ 0.2728703  -0.45696875 -0.47017473 -0.33974826  0.51548123 -0.24488921
 -0.08210989 -0.04378242 -0.57278496]",0.24261093
515,1463,"[ 0.27192792 -0.5227118  -0.48622477 -0.27825394  0.54500103 -0.3007422
  0.00826218 -0.08132622 -0.66922736]",0.27307311
516,1464,"[ 0.15391377 -0.6023945  -0.5266236  -0.13485046  0.44871473 -0.33283514
 -0.0206739  -0.20551696 -0.51989186]",0.29480096
517,1465,"[ 0.13043143 -0.13357316 -0.26535162  0.16499695  0.3064915  -0.4462539
  0.24418695 -0.16052115 -0.20522314]",0.06230454999999996
518,1466,"[ 0.15651849 -0.13155797 -0.3334916   0.05763318  0.17446727 -0.54068273
  0.4552294  -0.11961956 -0.3594656 ]",0.28076213
519,1467,"[ 0.15484296 -0.3560226  -0.5512482  -0.15900919  0.14202839 -0.40466303
  0.4899837  -0.08474212 -0.6076629 ]",0.33514074000000005
520,1468,"[ 0.22270615 -0.45884344 -0.74949276 -0.522645    0.13331021 -0.3273908
  0.46608216 -0.10343776 -0.8193071 ]",0.24337601000000003
521,1469,"[ 0.2839033  -0.6201391  -0.9756081  -0.6739665  -0.0436366  -0.25576317
  0.49290144 -0.34150916 -1.0063937 ]",0.20899814
